ngrams,class
"NewExpression ConditionalExpression ConditionalExpression BinaryExpression
",0
"VariableDeclarator NewExpression ConditionalExpression ConditionalExpression
",0
"NewExpression ConditionalExpression ConditionalExpression MemberExpression
",0
"NewExpression ConditionalExpression ConditionalExpression NewExpression
",0
"ConditionalExpression ConditionalExpression NewExpression MemberExpression
",0
"VariableDeclarator NewExpression ConditionalExpression BinaryExpression
",0
"NewExpression ConditionalExpression NewExpression Identifier
",0
"ExpressionStatement CallExpression ArrayExpression ObjectExpression
",0
"ArrayExpression ObjectExpression Property Literal
",0
"CallExpression ArrayExpression ObjectExpression Property
",0
"ArrayExpression ObjectExpression Property Identifier
",0
"ThrowStatement NewExpression BinaryExpression Literal
",0
"ThrowStatement NewExpression Literal Program
",0
"ExpressionStatement AssignmentExpression ConditionalExpression NewExpression
",0
"IfStatement BlockStatement ReturnStatement FunctionExpression
",0
"FunctionExpression BlockStatement WhileStatement MemberExpression
",0
"AssignmentExpression FunctionExpression BlockStatement WhileStatement
",0
"BlockStatement TryStatement BlockStatement SwitchStatement
",0
"TryStatement BlockStatement SwitchStatement SwitchCase
",0
"CatchClause BlockStatement ReturnStatement BinaryExpression
",0
"CallExpression Identifier Program EmptyStatement
",0
"Program ExpressionStatement AssignmentExpression Literal
",0
"ExpressionStatement AssignmentExpression NewExpression Literal
",0
"ForStatement AssignmentExpression BinaryExpression Identifier
",0
"BlockStatement BreakStatement Program FunctionDeclaration
",0
"IfStatement BreakStatement Program FunctionDeclaration
",0
"IfStatement BinaryExpression BinaryExpression Literal
",0
"FunctionDeclaration BlockStatement ExpressionStatement UpdateExpression
",0
"WhileStatement ExpressionStatement CallExpression Identifier
",0
"BlockStatement WhileStatement BinaryExpression Identifier
",0
"ForStatement AssignmentExpression BinaryExpression MemberExpression
",0
"IfStatement ExpressionStatement UpdateExpression Identifier
",0
"BlockStatement IfStatement CallExpression Literal
",0
"BlockStatement FunctionDeclaration BlockStatement SwitchStatement
",0
"FunctionDeclaration BlockStatement SwitchStatement SwitchCase
",0
"SwitchCase BreakStatement Program FunctionDeclaration
",0
"SwitchCase Literal Program FunctionDeclaration
",0
"SwitchCase ExpressionStatement AssignmentExpression Literal
",0
"SwitchStatement SwitchCase IfStatement Identifier
",0
"SwitchCase ExpressionStatement CallExpression FunctionExpression
",0
"SwitchCase ExpressionStatement CallExpression Literal
",0
"WhileStatement Identifier Program FunctionDeclaration
",0
"Program FunctionDeclaration BlockStatement WhileStatement
",0
"Program VariableDeclaration VariableDeclarator Identifier
",0
"VariableDeclarator Identifier Program VariableDeclaration
",0
"Program VariableDeclaration VariableDeclarator ObjectExpression
",0
"Program ExpressionStatement AssignmentExpression ObjectExpression
",0
"IfStatement BinaryExpression MemberExpression CallExpression
",0
"Program ExpressionStatement CallExpression Literal
",0
"FunctionDeclaration BlockStatement WhileStatement AssignmentExpression
",0
"WhileStatement AssignmentExpression MemberExpression MemberExpression
",0
"WhileStatement AssignmentExpression MemberExpression Literal
",0
"Program FunctionDeclaration BlockStatement EmptyStatement
",0
"BlockStatement EmptyStatement Program FunctionDeclaration
",0
BlockStatement ExpressionStatement CallExpression CallExpression,0
"ThisExpression Program FunctionDeclaration Identifier
",0
FunctionDeclaration BlockStatement IfStatement IfStatement,0
"Program ExpressionStatement AssignmentExpression Identifier
",0
"AssignmentExpression Literal Program IfStatement
",0
"Program IfStatement BinaryExpression UnaryExpression
",0
"Identifier Program IfStatement BinaryExpression
",0
"Program IfStatement BinaryExpression Literal
",0
"Identifier Program IfStatement BlockStatement
",0
"FunctionExpression Identifier Program IfStatement
",0
"MemberExpression ThisExpression Program IfStatement
",0
"ThisExpression Program IfStatement BlockStatement
",0
"CallExpression Literal Program IfStatement
",0
"IfStatement BlockStatement FunctionDeclaration Identifier
",0
"FunctionDeclaration Identifier Program IfStatement
",0
"Program IfStatement BlockStatement FunctionDeclaration
",0
"IfStatement BlockStatement FunctionDeclaration BlockStatement
",0
"ConditionalExpression Identifier Program IfStatement
",0
"VariableDeclarator ConditionalExpression ThisExpression Program
",0
"ArrayExpression Program IfStatement BlockStatement
",0
"UpdateExpression Identifier Program IfStatement
",0
"VariableDeclarator Identifier Program IfStatement
",0
"MemberExpression Literal Program IfStatement
",0
"BinaryExpression Identifier Program IfStatement
",0
"ConditionalExpression Literal Program IfStatement
",0
"WhileStatement Identifier Program IfStatement
",0
"BreakStatement Program IfStatement BlockStatement
",0
"Property Identifier Program VariableDeclaration
",0
"Identifier Program VariableDeclaration VariableDeclarator
",0
"MemberExpression Identifier Program VariableDeclaration
",0
"CallExpression Literal Program VariableDeclaration
",0
"ThisExpression Program VariableDeclaration VariableDeclarator
",0
"Literal Program VariableDeclaration VariableDeclarator
",0
"CallExpression Identifier Program VariableDeclaration
",0
"Property FunctionExpression BlockStatement SwitchStatement
",0
"SwitchCase BreakStatement Program VariableDeclaration
",0
"BreakStatement Program VariableDeclaration VariableDeclarator
",0
"ReturnStatement Program ExpressionStatement AssignmentExpression
",0
"BlockStatement Program ExpressionStatement AssignmentExpression
",0
"Identifier Program IfStatement UnaryExpression
",0
"Program IfStatement UnaryExpression MemberExpression
",0
"ObjectExpression Program IfStatement UnaryExpression
",0
"NewExpression Identifier Program EmptyStatement
",0
"TryStatement BlockStatement IfStatement MemberExpression
",0
"IfStatement BlockStatement WhileStatement MemberExpression
",0
"NewExpression MemberExpression ThisExpression Program
",0
"ConditionalExpression NewExpression CallExpression Literal
",0
"BinaryExpression UnaryExpression MemberExpression ThisExpression
",0
"SwitchCase ExpressionStatement LogicalExpression LogicalExpression
",0
"IfStatement BlockStatement ThrowStatement Literal
",0
"ThrowStatement Literal Program ExpressionStatement
",0
"BlockStatement ThrowStatement Literal Program
",0
"TryStatement BlockStatement FunctionDeclaration Identifier
",0
"BlockStatement TryStatement BlockStatement FunctionDeclaration
",0
"TryStatement BlockStatement FunctionDeclaration BlockStatement
",0
"CatchClause BlockStatement ReturnStatement Program
",0
"IfStatement IfStatement BinaryExpression CallExpression
",0
"MemberExpression ThisExpression Program VariableDeclaration
",0
"Property Literal Program VariableDeclaration
",0
"BinaryExpression Literal Program VariableDeclaration
",0
"ReturnStatement Program VariableDeclaration VariableDeclarator
",0
"FunctionExpression Identifier Program VariableDeclaration
",0
"BinaryExpression Identifier Program VariableDeclaration
",0
"ReturnStatement Identifier Program VariableDeclaration
",0
"ReturnStatement Literal Program VariableDeclaration
",0
"NewExpression Identifier Program VariableDeclaration
",0
"IfStatement Identifier Program VariableDeclaration
",0
"AssignmentExpression Identifier Program VariableDeclaration
",0
"AssignmentExpression Literal Program VariableDeclaration
",0
"CallExpression ThisExpression Program VariableDeclaration
",0
"MemberExpression Literal Program VariableDeclaration
",0
"ConditionalExpression Literal Program VariableDeclaration
",0
"IfStatement CallExpression BinaryExpression BinaryExpression
",0
"IfStatement CallExpression BinaryExpression Literal
",0
"ArrayExpression Program VariableDeclaration VariableDeclarator
",0
"ForInStatement BlockStatement IfStatement IfStatement
",0
"ForInStatement BlockStatement IfStatement UnaryExpression
",0
"IfStatement ContinueStatement Program VariableDeclaration
",0
"BlockStatement ForInStatement BlockStatement ForInStatement
",0
"ForInStatement BlockStatement ForInStatement MemberExpression
",0
"ForInStatement BlockStatement ForInStatement BlockStatement
",0
"ForInStatement BlockStatement ForStatement VariableDeclaration
",0
"BlockStatement ForInStatement BlockStatement ForStatement
",0
"ForInStatement BlockStatement ForStatement BinaryExpression
",0
"UpdateExpression Identifier Program VariableDeclaration
",0
"ForInStatement BlockStatement ForStatement BlockStatement
",0
"CallExpression NewExpression MemberExpression MemberExpression
",0
"NewExpression Literal Program VariableDeclaration
",0
"ExpressionStatement AssignmentExpression ArrayExpression NewExpression
",0
"ArrayExpression NewExpression Identifier Program
",0
"ArrayExpression NewExpression Literal Program
",0
"ArrayExpression NewExpression MemberExpression Identifier
",0
"AssignmentExpression ArrayExpression NewExpression MemberExpression
",0
"Literal Program IfStatement UnaryExpression
",0
"LogicalExpression Identifier Program IfStatement
",0
"AssignmentExpression LogicalExpression ThisExpression Program
",0
"CallExpression ThisExpression Program IfStatement
",0
"Program IfStatement LogicalExpression BinaryExpression
",0
"UnaryExpression Identifier Program IfStatement
",0
"Literal Program IfStatement LogicalExpression
",0
"Program IfStatement LogicalExpression UnaryExpression
",0
"ExpressionStatement AssignmentExpression LogicalExpression ThisExpression
",0
"LogicalExpression ThisExpression Program IfStatement
",0
"VariableDeclarator ArrayExpression Program IfStatement
",0
"VariableDeclarator Literal Program IfStatement
",0
"ExpressionStatement CallExpression MemberExpression ArrayExpression
",0
"ForInStatement BlockStatement IfStatement AssignmentExpression
",0
"CallExpression ConditionalExpression BinaryExpression CallExpression
",0
"ExpressionStatement CallExpression MemberExpression BinaryExpression
",0
"Program VariableDeclaration VariableDeclarator FunctionExpression
",0
"ObjectExpression Program VariableDeclaration VariableDeclarator
",0
"ForInStatement Identifier Program VariableDeclaration
",0
"IfStatement IfStatement CallExpression Identifier
",0
"LogicalExpression Literal Program VariableDeclaration
",0
"ExpressionStatement AssignmentExpression ConditionalExpression ArrayExpression
",0
"ConditionalExpression ArrayExpression CallExpression MemberExpression
",0
"AssignmentExpression ConditionalExpression ArrayExpression CallExpression
",0
"ConditionalExpression ArrayExpression CallExpression Literal
",0
"ConditionalExpression Identifier Program VariableDeclaration
",0
"ExpressionStatement AssignmentExpression LogicalExpression ObjectExpression
",0
"LogicalExpression ObjectExpression Program VariableDeclaration
",0
"VariableDeclarator ObjectExpression Program VariableDeclaration
",0
"FunctionDeclaration BlockStatement EmptyStatement Program
",0
"EmptyStatement Program FunctionDeclaration BlockStatement
",0
"ExpressionStatement AssignmentExpression NewExpression BinaryExpression
",0
"CatchClause BlockStatement VariableDeclaration VariableDeclarator
",0
"VariableDeclarator NewExpression BinaryExpression Identifier
",0
ExpressionStatement AssignmentExpression MemberExpression Identifier,0
"WhileStatement BlockStatement ExpressionStatement CallExpression
",0
"ReturnStatement Identifier Program FunctionDeclaration
",0
"Literal Program FunctionDeclaration Identifier
",0
"BlockStatement VariableDeclaration VariableDeclarator ObjectExpression
",0
"CallExpression FunctionExpression BlockStatement FunctionDeclaration
",0
"FunctionExpression BlockStatement FunctionDeclaration Identifier
",0
"FunctionDeclaration Identifier Program ExpressionStatement
",0
"FunctionExpression BlockStatement FunctionDeclaration BlockStatement
",0
"AssignmentExpression ObjectExpression Program ExpressionStatement
",0
"BlockStatement ExpressionStatement UnaryExpression MemberExpression
",0
"ExpressionStatement UnaryExpression MemberExpression Identifier
",0
"BlockStatement FunctionDeclaration BlockStatement ReturnStatement
",0
"FunctionExpression BlockStatement IfStatement UnaryExpression
",0
"IfStatement UnaryExpression MemberExpression Identifier
",0
"BlockStatement IfStatement UnaryExpression MemberExpression
",0
"BlockStatement IfStatement BlockStatement ThrowStatement
",0
"BlockStatement ThrowStatement BinaryExpression BinaryExpression
",0
"IfStatement IfStatement BinaryExpression Identifier
",0
"BinaryExpression BinaryExpression CallExpression MemberExpression
",0
"VariableDeclarator BinaryExpression BinaryExpression CallExpression
",0
"VariableDeclarator BinaryExpression BinaryExpression Literal
",0
"VariableDeclaration VariableDeclarator BinaryExpression Identifier
",0
"BlockStatement IfStatement MemberExpression MemberExpression
",0
"IfStatement MemberExpression MemberExpression Identifier
",0
"BlockStatement IfStatement BlockStatement TryStatement
",0
"TryStatement BlockStatement ExpressionStatement CallExpression
",0
"BlockStatement TryStatement BlockStatement ReturnStatement
",0
"TryStatement BlockStatement ReturnStatement CallExpression
",0
"TryStatement BlockStatement ExpressionStatement UnaryExpression
",0
"AssignmentExpression ObjectExpression Property Identifier
",0
"Property Identifier Program ExpressionStatement
",0
"FunctionExpression BlockStatement ExpressionStatement UnaryExpression
",0
"IfStatement LogicalExpression BinaryExpression UnaryExpression
",0
"IfStatement LogicalExpression BinaryExpression Literal
",0
"LogicalExpression BinaryExpression UnaryExpression Identifier
",0
"UnaryExpression Identifier Program ExpressionStatement
",0
"ExpressionStatement CallExpression FunctionExpression Identifier
",0
"VariableDeclarator CallExpression Identifier Program
",0
"ForInStatement VariableDeclaration VariableDeclarator Identifier
",0
"BlockStatement IfStatement BlockStatement ForInStatement
",0
"BlockStatement ForInStatement Identifier Program
",0
"IfStatement BlockStatement ForInStatement BlockStatement
",0
"ForInStatement BlockStatement IfStatement CallExpression
",0
"BlockStatement ForInStatement BlockStatement IfStatement
",0
"IfStatement CallExpression Identifier Program
",0
"ForInStatement BlockStatement IfStatement BlockStatement
",0
"FunctionDeclaration BlockStatement ReturnStatement Identifier
",0
"ReturnStatement Identifier Program ExpressionStatement
",0
"AssignmentExpression ObjectExpression Property FunctionExpression
",0
"Property FunctionExpression BlockStatement Program
",0
"BlockStatement Program ExpressionStatement CallExpression
",0
"VariableDeclaration VariableDeclarator ObjectExpression Property
",0
"ObjectExpression Property FunctionExpression Identifier
",0
"VariableDeclarator ObjectExpression Property FunctionExpression
",0
"Property FunctionExpression BlockStatement ReturnStatement
",0
"BlockStatement ReturnStatement AssignmentExpression MemberExpression
",0
"FunctionExpression BlockStatement ReturnStatement AssignmentExpression
",0
"ReturnStatement AssignmentExpression MemberExpression Identifier
",0
"Property FunctionExpression BlockStatement ExpressionStatement
",0
"VariableDeclarator ObjectExpression Property Identifier
",0
"Property FunctionExpression Identifier Program
",0
"FunctionExpression BlockStatement ReturnStatement ObjectExpression
",0
"BlockStatement ReturnStatement ObjectExpression Property
",0
"ObjectExpression Property ObjectExpression Property
",0
"Property ObjectExpression Property Identifier
",0
"Property ObjectExpression Property Literal
",0
"Property FunctionExpression BlockStatement VariableDeclaration
",0
"VariableDeclaration VariableDeclarator CallExpression Identifier
",0
"IfStatement BlockStatement IfStatement Identifier
",0
"Property FunctionExpression BlockStatement IfStatement
",0
"IfStatement BlockStatement IfStatement BlockStatement
",0
"VariableDeclarator ObjectExpression Property CallExpression
",0
"Property CallExpression MemberExpression Identifier
",0
"Property CallExpression BinaryExpression Literal
",0
"VariableDeclarator ObjectExpression Property ObjectExpression
",0
"Property ObjectExpression Program ExpressionStatement
",0
"Property FunctionExpression BlockStatement TryStatement
",0
"CatchClause BlockStatement ExpressionStatement CallExpression
",0
"TryStatement CatchClause BlockStatement ExpressionStatement
",0
"ExpressionStatement CallExpression BinaryExpression Identifier
",0
"IfStatement BlockStatement IfStatement LogicalExpression
",0
"IfStatement LogicalExpression Identifier Program
",0
"LogicalExpression BinaryExpression MemberExpression MemberExpression
",0
"IfStatement BlockStatement ExpressionStatement LogicalExpression
",0
"BlockStatement ExpressionStatement LogicalExpression CallExpression
",0
"LogicalExpression CallExpression MemberExpression Identifier
",0
"IfStatement BlockStatement IfStatement IfStatement
",0
"IfStatement IfStatement UnaryExpression Identifier
",0
"ExpressionStatement LogicalExpression CallExpression MemberExpression
",0
"ExpressionStatement LogicalExpression CallExpression Identifier
",0
"BlockStatement IfStatement UnaryExpression Identifier
",0
"ExpressionStatement AssignmentExpression CallExpression Literal
",0
"MemberExpression MemberExpression CallExpression MemberExpression
",0
"CallExpression MemberExpression Literal Program
",0
"CallExpression MemberExpression MemberExpression CallExpression
",0
"MemberExpression MemberExpression CallExpression Identifier
",0
"ReturnStatement Program ExpressionStatement CallExpression
",0
"FunctionDeclaration BlockStatement ForStatement VariableDeclaration
",0
"ForStatement VariableDeclaration VariableDeclarator Identifier
",0
"BlockStatement ForStatement VariableDeclaration VariableDeclarator
",0
"ForStatement BlockStatement IfStatement LogicalExpression
",0
"IfStatement LogicalExpression LogicalExpression BinaryExpression
",0
"ContinueStatement Program ExpressionStatement CallExpression
",0
"ExpressionStatement AssignmentExpression BinaryExpression Literal
",0
"AssignmentExpression BinaryExpression MemberExpression Identifier
",0
"BlockStatement IfStatement BlockStatement BreakStatement
",0
"ExpressionStatement AssignmentExpression BinaryExpression BinaryExpression
",0
"BinaryExpression BinaryExpression BinaryExpression CallExpression
",0
"BinaryExpression BinaryExpression CallExpression Identifier
",0
"ExpressionStatement AssignmentExpression BinaryExpression Identifier
",0
"FunctionDeclaration BlockStatement ForInStatement VariableDeclaration
",0
"BlockStatement FunctionDeclaration BlockStatement ForInStatement
",0
"FunctionDeclaration BlockStatement ForInStatement BlockStatement
",0
"ArrayExpression MemberExpression Identifier Program
",0
"ArrayExpression Identifier Program ExpressionStatement
",0
"FunctionExpression BlockStatement ReturnStatement Identifier
",0
"VariableDeclaration VariableDeclarator ConditionalExpression MemberExpression
",0
"VariableDeclaration VariableDeclarator ConditionalExpression CallExpression
",0
"ConditionalExpression CallExpression Identifier Program
",0
"CallExpression FunctionExpression BlockStatement TryStatement
",0
"VariableDeclarator ConditionalExpression CallExpression MemberExpression
",0
"VariableDeclaration VariableDeclarator ConditionalExpression ObjectExpression
",0
"ConditionalExpression ObjectExpression Program ExpressionStatement
",0
"BlockStatement TryStatement BlockStatement IfStatement
",0
"TryStatement BlockStatement IfStatement BlockStatement
",0
"BlockStatement ForInStatement VariableDeclaration VariableDeclarator
",0
"ForInStatement Identifier Program ExpressionStatement
",0
"BlockStatement IfStatement CallExpression Identifier
",0
"BlockStatement IfStatement LogicalExpression MemberExpression
",0
"LogicalExpression BinaryExpression UnaryExpression MemberExpression
",0
"ExpressionStatement AssignmentExpression MemberExpression ThisExpression
",0
"VariableDeclarator FunctionExpression BlockStatement ExpressionStatement
",0
"ExpressionStatement AssignmentExpression ObjectExpression Program
",0
"ObjectExpression Program ExpressionStatement CallExpression
",0
"ExpressionStatement AssignmentExpression ConditionalExpression Identifier
",0
"BlockStatement ExpressionStatement AssignmentExpression ConditionalExpression
",0
"AssignmentExpression ConditionalExpression Literal Program
",0
"ExpressionStatement AssignmentExpression ConditionalExpression Literal
",0
"ConditionalExpression Literal Program ExpressionStatement
",0
"VariableDeclarator FunctionExpression BlockStatement IfStatement
",0
"FunctionExpression BlockStatement IfStatement ExpressionStatement
",0
"Property FunctionExpression BlockStatement ForStatement
",0
"FunctionExpression BlockStatement ForStatement VariableDeclaration
",0
"ForStatement VariableDeclaration VariableDeclarator Literal
",0
"UpdateExpression Identifier Program ExpressionStatement
",0
"FunctionExpression BlockStatement ForStatement BlockStatement
",0
"NewExpression Identifier Program ExpressionStatement
",0
"AssignmentExpression NewExpression Literal Program
",0
"ObjectExpression Property ArrayExpression Program
",0
"ArrayExpression Program ExpressionStatement CallExpression
",0
"ObjectExpression Property ObjectExpression Program
",0
"VariableDeclaration VariableDeclarator LogicalExpression MemberExpression
",0
"VariableDeclaration VariableDeclarator LogicalExpression CallExpression
",0
"LogicalExpression CallExpression MemberExpression ThisExpression
",0
"BlockStatement VariableDeclaration VariableDeclarator LogicalExpression
",0
"VariableDeclarator LogicalExpression CallExpression MemberExpression
",0
"MemberExpression MemberExpression ThisExpression Program
",0
"CallExpression MemberExpression MemberExpression ThisExpression
",0
"VariableDeclarator MemberExpression MemberExpression ThisExpression
",0
"BinaryExpression MemberExpression ThisExpression Program
",0
"BlockStatement ExpressionStatement CallExpression LogicalExpression
",0
"CallExpression LogicalExpression Identifier Program
",0
"LogicalExpression ThisExpression Program ExpressionStatement
",0
"BlockStatement ReturnStatement Program ExpressionStatement
",0
"IfStatement UnaryExpression Identifier Program
",0
"AssignmentExpression BinaryExpression UpdateExpression Identifier
",0
"UnaryExpression MemberExpression MemberExpression ThisExpression
",0
"BlockStatement ExpressionStatement UpdateExpression MemberExpression
",0
"IfStatement BlockStatement ExpressionStatement UpdateExpression
",0
"ExpressionStatement UpdateExpression MemberExpression Identifier
",0
"LogicalExpression MemberExpression ThisExpression Program
",0
"UpdateExpression MemberExpression Identifier Program
",0
"IfStatement BinaryExpression MemberExpression ThisExpression
",0
"ExpressionStatement LogicalExpression MemberExpression ThisExpression
",0
"CallExpression MemberExpression MemberExpression MemberExpression
",0
"IfStatement MemberExpression ThisExpression Program
",0
"BlockStatement ForInStatement MemberExpression Identifier
",0
"BlockStatement ForInStatement BlockStatement ExpressionStatement
",0
"IfStatement BlockStatement ForStatement VariableDeclaration
",0
"BlockStatement ExpressionStatement CallExpression ThisExpression
",0
"LogicalExpression BinaryExpression MemberExpression ThisExpression
",0
"IfStatement LogicalExpression MemberExpression ThisExpression
",0
"ReturnStatement ConditionalExpression MemberExpression Identifier
",0
"ReturnStatement ConditionalExpression MemberExpression MemberExpression
",0
"BlockStatement ReturnStatement ConditionalExpression Literal
",0
"IfStatement BinaryExpression CallExpression MemberExpression
",0
"CallExpression CallExpression MemberExpression MemberExpression
",0
"AssignmentExpression CallExpression CallExpression Literal
",0
"CallExpression NewExpression Identifier Program
",0
"NewExpression MemberExpression Identifier Program
",0
"VariableDeclaration VariableDeclarator BinaryExpression UpdateExpression
",0
"ExpressionStatement LogicalExpression Identifier Program
",0
"BlockStatement IfStatement LogicalExpression UnaryExpression
",0
"ExpressionStatement CallExpression BinaryExpression MemberExpression
",0
"ExpressionStatement CallExpression MemberExpression CallExpression
",0
"FunctionDeclaration BlockStatement TryStatement BlockStatement
",0
"BlockStatement FunctionDeclaration BlockStatement TryStatement
",0
"CallExpression CallExpression Literal Program
",0
"IfStatement IfStatement LogicalExpression BinaryExpression
",0
"VariableDeclaration VariableDeclarator BinaryExpression Literal
",0
"VariableDeclarator BinaryExpression CallExpression MemberExpression
",0
"VariableDeclaration VariableDeclarator UnaryExpression CallExpression
",0
"UnaryExpression CallExpression MemberExpression Identifier
",0
"UnaryExpression CallExpression Literal Program
",0
"BlockStatement VariableDeclaration VariableDeclarator UnaryExpression
",0
"VariableDeclarator CallExpression BinaryExpression Identifier
",0
"VariableDeclarator CallExpression BinaryExpression Literal
",0
"ExpressionStatement AssignmentExpression CallExpression BinaryExpression
",0
"BlockStatement IfStatement IfStatement IfStatement
",0
"IfStatement IfStatement IfStatement BinaryExpression
",0
"IfStatement IfStatement IfStatement BlockStatement
",0
"VariableDeclarator NewExpression MemberExpression Identifier
",0
"AssignmentExpression CallExpression CallExpression MemberExpression
",0
"CallExpression CallExpression BinaryExpression Identifier
",0
"FunctionDeclaration BlockStatement TryStatement CatchClause
",0
"CallExpression BinaryExpression MemberExpression Identifier
",0
"BlockStatement IfStatement BlockStatement WhileStatement
",0
"UnaryExpression CallExpression Identifier Program
",0
"AssignmentExpression CallExpression BinaryExpression BinaryExpression
",0
"AssignmentExpression CallExpression BinaryExpression Literal
",0
"ExpressionStatement AssignmentExpression ArrayExpression Program
",0
"BlockStatement ThrowStatement NewExpression Identifier
",0
"BlockStatement ThrowStatement NewExpression BinaryExpression
",0
"NewExpression BinaryExpression BinaryExpression Literal
",0
"FunctionDeclaration BlockStatement IfStatement Identifier
",0
"FunctionDeclaration BlockStatement ForStatement AssignmentExpression
",0
"AssignmentExpression LogicalExpression MemberExpression Identifier
",0
"BlockStatement ExpressionStatement AssignmentExpression AssignmentExpression
",0
"AssignmentExpression LogicalExpression ObjectExpression Program
",0
"VariableDeclaration VariableDeclarator ObjectExpression Program
",0
"AssignmentExpression FunctionExpression BlockStatement ForStatement
",0
"MemberExpression BinaryExpression Identifier Program
",0
"ConditionalExpression BinaryExpression BinaryExpression BinaryExpression
",0
"VariableDeclarator ConditionalExpression Literal Program
",0
"BlockStatement IfStatement LogicalExpression Identifier
",0
"ForStatement BlockStatement IfStatement IfStatement
",0
"IfStatement LogicalExpression LogicalExpression UnaryExpression
",0
"LogicalExpression UnaryExpression Identifier Program
",0
"FunctionExpression BlockStatement ForStatement BinaryExpression
",0
"FunctionExpression BlockStatement ForStatement UpdateExpression
",0
"ExpressionStatement AssignmentExpression LogicalExpression Identifier
",0
"BlockStatement ExpressionStatement AssignmentExpression LogicalExpression
",0
"AssignmentExpression LogicalExpression MemberExpression MemberExpression
",0
"ExpressionStatement AssignmentExpression LogicalExpression MemberExpression
",0
"AssignmentExpression FunctionExpression BlockStatement ForInStatement
",0
"FunctionExpression BlockStatement ForInStatement Identifier
",0
"FunctionExpression BlockStatement ForInStatement BlockStatement
",0
"CallExpression ArrayExpression Program ExpressionStatement
",0
"CallExpression ArrayExpression MemberExpression Identifier
",0
"AssignmentExpression LogicalExpression CallExpression MemberExpression
",0
"CallExpression MemberExpression NewExpression Identifier
",0
"CallExpression FunctionExpression BlockStatement ForInStatement
",0
"ForInStatement BlockStatement ExpressionStatement AssignmentExpression
",0
"UnaryExpression Literal Program ExpressionStatement
",0
"VariableDeclaration VariableDeclarator ArrayExpression Identifier
",0
"VariableDeclarator ArrayExpression Identifier Program
",0
"BlockStatement ReturnStatement NewExpression Identifier
",0
"AssignmentExpression LogicalExpression Literal Program
",0
"ExpressionStatement AssignmentExpression ConditionalExpression BinaryExpression
",0
"AssignmentExpression LogicalExpression Identifier Program
",0
"ExpressionStatement AssignmentExpression LogicalExpression CallExpression
",0
"MemberExpression NewExpression Identifier Program
",0
"IfStatement BlockStatement IfStatement UnaryExpression
",0
"IfStatement UnaryExpression CallExpression MemberExpression
",0
"CatchClause BlockStatement ExpressionStatement AssignmentExpression
",0
"IfStatement BlockStatement IfStatement CallExpression
",0
"VariableDeclarator LogicalExpression Identifier Program
",0
"VariableDeclaration VariableDeclarator CallExpression ThisExpression
",0
"MemberExpression CallExpression Literal Program
",0
"ExpressionStatement CallExpression CallExpression Identifier
",0
"VariableDeclaration VariableDeclarator CallExpression CallExpression
",0
"VariableDeclarator CallExpression CallExpression MemberExpression
",0
"ConditionalExpression BinaryExpression UnaryExpression Identifier
",0
"AssignmentExpression ConditionalExpression BinaryExpression Literal
",0
"AssignmentExpression ConditionalExpression Identifier Program
",0
"ExpressionStatement AssignmentExpression LogicalExpression Literal
",0
"AssignmentExpression ConditionalExpression BinaryExpression UnaryExpression
",0
"ExpressionStatement AssignmentExpression LogicalExpression LogicalExpression
",0
"LogicalExpression LogicalExpression Identifier Program
",0
"LogicalExpression LogicalExpression CallExpression MemberExpression
",0
"AssignmentExpression LogicalExpression LogicalExpression Identifier
",0
"AssignmentExpression LogicalExpression LogicalExpression CallExpression
",0
"AssignmentExpression ConditionalExpression BinaryExpression Identifier
",0
"FunctionExpression BlockStatement ReturnStatement NewExpression
",0
"BlockStatement ReturnStatement NewExpression MemberExpression
",0
"VariableDeclaration VariableDeclarator NewExpression MemberExpression
",0
"CallExpression ArrayExpression Identifier Program
",0
"VariableDeclaration VariableDeclarator LogicalExpression Identifier
",0
"ArrayExpression MemberExpression ThisExpression Program
",0
"VariableDeclaration VariableDeclarator ConditionalExpression FunctionExpression
",0
"ConditionalExpression FunctionExpression Identifier Program
",0
"ConditionalExpression FunctionExpression BlockStatement VariableDeclaration
",0
"VariableDeclarator ConditionalExpression FunctionExpression BlockStatement
",0
"ConditionalExpression FunctionExpression BlockStatement ForStatement
",0
"AssignmentExpression NewExpression CallExpression Identifier
",0
"NewExpression CallExpression Literal Program
",0
"ConditionalExpression FunctionExpression BlockStatement ExpressionStatement
",0
"VariableDeclarator ConditionalExpression BinaryExpression UnaryExpression
",0
"VariableDeclaration VariableDeclarator ConditionalExpression Literal
",0
"VariableDeclaration VariableDeclarator MemberExpression ThisExpression
",0
"VariableDeclarator LogicalExpression MemberExpression Identifier
",0
"ConditionalExpression NewExpression MemberExpression Identifier
",0
"VariableDeclaration VariableDeclarator BinaryExpression MemberExpression
",0
"ExpressionStatement AssignmentExpression BinaryExpression MemberExpression
",0
"ExpressionStatement CallExpression ThisExpression Program
",0
"BlockStatement ExpressionStatement LogicalExpression Identifier
",0
"AssignmentExpression ConditionalExpression NewExpression Identifier
",0
"AssignmentExpression MemberExpression MemberExpression ThisExpression
",0
"UnaryExpression MemberExpression ThisExpression Program
",0
"ObjectExpression Property ThisExpression Program
",0
"IfStatement BlockStatement ReturnStatement CallExpression
",0
"VariableDeclarator ConditionalExpression Identifier Program
",0
"BlockStatement VariableDeclaration VariableDeclarator ThisExpression
",0
