ngrams,class
"CallExpression BinaryExpression Identifier Program
",0
"TryStatement CatchClause Identifier Program
",0
"CallExpression BinaryExpression BinaryExpression BinaryExpression
",0
"CallExpression BinaryExpression BinaryExpression Literal
",0
"BlockStatement ExpressionStatement LogicalExpression MemberExpression
",0
"ExpressionStatement LogicalExpression MemberExpression Identifier
",0
"LogicalExpression CallExpression Identifier Program
",0
"UnaryExpression MemberExpression MemberExpression Identifier
",0
"VariableDeclarator CallExpression Literal Program
",0
"MemberExpression MemberExpression Literal Program
",0
"IfStatement BlockStatement ReturnStatement Program
",0
"FunctionDeclaration BlockStatement ForStatement BinaryExpression
",0
"FunctionDeclaration BlockStatement ForStatement UpdateExpression
",0
"ForStatement BlockStatement VariableDeclaration VariableDeclarator
",0
"BlockStatement ForStatement BlockStatement VariableDeclaration
",0
"ForStatement BlockStatement IfStatement BinaryExpression
",0
"IfStatement BlockStatement IfStatement BinaryExpression
",0
"ConditionalExpression BinaryExpression Identifier Program
",0
"ConditionalExpression Identifier Program ExpressionStatement
",0
"TryStatement BlockStatement VariableDeclaration VariableDeclarator
",0
"BlockStatement TryStatement BlockStatement VariableDeclaration
",0
"IfStatement IfStatement BinaryExpression UnaryExpression
",0
"IfStatement IfStatement BinaryExpression Literal
",0
"IfStatement LogicalExpression MemberExpression Identifier
",0
"IfStatement ExpressionStatement CallExpression Identifier
",0
"ForStatement BlockStatement ExpressionStatement CallExpression
",0
"BlockStatement IfStatement ExpressionStatement CallExpression
",0
"AssignmentExpression NewExpression Identifier Program
",0
"VariableDeclaration VariableDeclarator ArrayExpression Program
",0
"IfStatement BlockStatement ForStatement UpdateExpression
",0
"ExpressionStatement AssignmentExpression ObjectExpression Property
",0
"ExpressionStatement AssignmentExpression CallExpression CallExpression
",0
"FunctionDeclaration BlockStatement ExpressionStatement LogicalExpression
",0
"AssignmentExpression MemberExpression MemberExpression MemberExpression
",0
"VariableDeclaration VariableDeclarator NewExpression Identifier
",0
"BlockStatement VariableDeclaration VariableDeclarator NewExpression
",0
"BlockStatement WhileStatement BlockStatement IfStatement
",0
"WhileStatement BlockStatement IfStatement BlockStatement
",0
"CallExpression BinaryExpression BinaryExpression Identifier
",0
"NewExpression BinaryExpression Literal Program
",0
"ForStatement AssignmentExpression Identifier Program
",0
"MemberExpression BinaryExpression Literal Program
",0
"VariableDeclaration VariableDeclarator ConditionalExpression BinaryExpression
",0
"BlockStatement IfStatement IfStatement LogicalExpression
",0
"LogicalExpression MemberExpression MemberExpression Identifier
",0
"BlockStatement ExpressionStatement AssignmentExpression NewExpression
",0
"ExpressionStatement AssignmentExpression NewExpression Identifier
",0
"IfStatement BlockStatement TryStatement CatchClause
",0
"ConditionalExpression BinaryExpression Literal Program
",0
"VariableDeclarator NewExpression Identifier Program
",0
"VariableDeclarator ConditionalExpression BinaryExpression Literal
",0
"BlockStatement ExpressionStatement AssignmentExpression UnaryExpression
",0
"ReturnStatement CallExpression MemberExpression ThisExpression
",0
"BlockStatement ReturnStatement Literal Program
",0
"ExpressionStatement CallExpression MemberExpression ThisExpression
",0
"FunctionExpression BlockStatement IfStatement CallExpression
",0
"AssignmentExpression ObjectExpression Property Literal
",0
"ExpressionStatement AssignmentExpression UnaryExpression Literal
",0
"VariableDeclarator ConditionalExpression MemberExpression Identifier
",0
"BlockStatement ReturnStatement CallExpression Literal
",0
"IfStatement CallExpression MemberExpression MemberExpression
",0
"BinaryExpression BinaryExpression MemberExpression MemberExpression
",0
"BinaryExpression BinaryExpression MemberExpression Identifier
",0
"ForStatement AssignmentExpression Literal Program
",0
"ExpressionStatement AssignmentExpression CallExpression FunctionExpression
",0
"IfStatement ExpressionStatement AssignmentExpression Identifier
",0
"BlockStatement IfStatement ExpressionStatement AssignmentExpression
",0
"ExpressionStatement CallExpression ObjectExpression Property
",0
"Property MemberExpression Identifier Program
",0
"ObjectExpression Property MemberExpression Identifier
",0
"IfStatement LogicalExpression BinaryExpression BinaryExpression
",0
"BinaryExpression MemberExpression CallExpression MemberExpression
",0
"BlockStatement ReturnStatement UnaryExpression Literal
",0
"ReturnStatement CallExpression Literal Program
",0
"FunctionExpression BlockStatement WhileStatement BlockStatement
",0
"WhileStatement BlockStatement IfStatement BinaryExpression
",0
"BinaryExpression MemberExpression Literal Program
",0
"NewExpression Identifier Program FunctionDeclaration
",0
"AssignmentExpression CallExpression MemberExpression MemberExpression
",0
"BlockStatement IfStatement BinaryExpression CallExpression
",0
"IfStatement BlockStatement IfStatement ExpressionStatement
",0
"Program ExpressionStatement AssignmentExpression FunctionExpression
",0
"Literal Program ExpressionStatement AssignmentExpression
",0
"FunctionExpression BlockStatement VariableDeclaration VariableDeclarator
",0
"AssignmentExpression FunctionExpression BlockStatement IfStatement
",0
"FunctionExpression BlockStatement ReturnStatement MemberExpression
",0
"BinaryExpression CallExpression MemberExpression Identifier
",0
"BlockStatement TryStatement CatchClause BlockStatement
",0
"BinaryExpression BinaryExpression BinaryExpression Literal
",0
"CallExpression BinaryExpression Literal Program
",0
"AssignmentExpression CallExpression Literal Program
",0
"BinaryExpression BinaryExpression BinaryExpression BinaryExpression
",0
"ConditionalExpression MemberExpression Identifier Program
",0
"MemberExpression ThisExpression Program ExpressionStatement
",0
"CallExpression MemberExpression CallExpression Identifier
",0
"CallExpression CallExpression Identifier Program
",0
"ReturnStatement MemberExpression Identifier Program
",0
"AssignmentExpression UnaryExpression Literal Program
",0
"MemberExpression Identifier Program ExpressionStatement
",0
"AssignmentExpression FunctionExpression BlockStatement ReturnStatement
",0
"CallExpression FunctionExpression BlockStatement VariableDeclaration
",0
"VariableDeclarator Identifier Program ExpressionStatement
",0
"BlockStatement TryStatement BlockStatement ExpressionStatement
",0
"BlockStatement ReturnStatement CallExpression MemberExpression
",0
"FunctionExpression Identifier Program ExpressionStatement
",0
"BinaryExpression BinaryExpression Literal Program
",0
"ObjectExpression Property Identifier Program
",0
"LogicalExpression MemberExpression Identifier Program
",0
"MemberExpression CallExpression Identifier Program
",0
"Program EmptyStatement Program ExpressionStatement
",0
"FunctionDeclaration BlockStatement ExpressionStatement UnaryExpression
",0
"IfStatement BlockStatement ThrowStatement BinaryExpression
",0
"ThrowStatement BinaryExpression BinaryExpression Literal
",0
"ThrowStatement BinaryExpression Literal Program
",0
"IfStatement IfStatement BlockStatement ThrowStatement
",0
"BlockStatement ThrowStatement BinaryExpression Identifier
",0
"ThrowStatement BinaryExpression BinaryExpression Identifier
",0
"BlockStatement ThrowStatement BinaryExpression Literal
",0
"IfStatement BlockStatement ForInStatement VariableDeclaration
",0
"BlockStatement ReturnStatement AssignmentExpression CallExpression
",0
"ReturnStatement ObjectExpression Property Literal
",0
"ReturnStatement ObjectExpression Property ObjectExpression
",0
"Property CallExpression BinaryExpression CallExpression
",0
"IfStatement BlockStatement ContinueStatement Program
",0
"IfStatement BlockStatement ThrowStatement CallExpression
",0
"ThrowStatement CallExpression Identifier Program
",0
"ExpressionStatement CallExpression ArrayExpression MemberExpression
",0
"ExpressionStatement CallExpression ArrayExpression Identifier
",0
"FunctionExpression BlockStatement Program ExpressionStatement
",0
"BlockStatement IfStatement UnaryExpression UpdateExpression
",0
"UnaryExpression UpdateExpression Identifier Program
",0
"ThrowStatement CallExpression Literal Program
",0
"BlockStatement ReturnStatement AssignmentExpression NewExpression
",0
"ReturnStatement AssignmentExpression NewExpression Identifier
",0
"FunctionDeclaration BlockStatement IfStatement ThrowStatement
",0
"IfStatement ThrowStatement Literal Program
",0
"ExpressionStatement CallExpression LogicalExpression ThisExpression
",0
"UpdateExpression MemberExpression ThisExpression Program
",0
"ExpressionStatement UpdateExpression MemberExpression ThisExpression
",0
"BlockStatement ForInStatement MemberExpression ThisExpression
",0
"ForInStatement BlockStatement ExpressionStatement CallExpression
",0
"VariableDeclarator BinaryExpression UpdateExpression MemberExpression
",0
"BinaryExpression UpdateExpression MemberExpression Identifier
",0
"FunctionDeclaration BlockStatement FunctionDeclaration Identifier
",0
"BlockStatement FunctionDeclaration BlockStatement FunctionDeclaration
",0
"TryStatement BlockStatement IfStatement IfStatement
",0
"VariableDeclarator UnaryExpression CallExpression Identifier
",0
"IfStatement IfStatement IfStatement IfStatement
",0
"IfStatement BlockStatement WhileStatement BlockStatement
",0
"BlockStatement WhileStatement BlockStatement VariableDeclaration
",0
"WhileStatement BlockStatement VariableDeclaration VariableDeclarator
",0
"VariableDeclarator UnaryExpression CallExpression MemberExpression
",0
"WhileStatement BlockStatement IfStatement Identifier
",0
"BlockStatement ExpressionStatement CallExpression ArrayExpression
",0
"CallExpression ArrayExpression BinaryExpression MemberExpression
",0
"ExpressionStatement CallExpression ArrayExpression BinaryExpression
",0
"ExpressionStatement AssignmentExpression NewExpression CallExpression
",0
"NewExpression CallExpression Identifier Program
",0
"ExpressionStatement CallExpression NewExpression Identifier
",0
"CallExpression ArrayExpression MemberExpression ThisExpression
",0
"BlockStatement ExpressionStatement CallExpression NewExpression
",0
"IfStatement IfStatement MemberExpression MemberExpression
",0
"VariableDeclarator ConditionalExpression FunctionExpression Identifier
",0
"VariableDeclarator LogicalExpression MemberExpression ThisExpression
",0
"VariableDeclaration VariableDeclarator ConditionalExpression NewExpression
",0
"ConditionalExpression NewExpression CallExpression Identifier
",0
"VariableDeclarator ConditionalExpression NewExpression CallExpression
",0
"VariableDeclarator ConditionalExpression NewExpression MemberExpression
",0
"ExpressionStatement CallExpression ArrayExpression Literal
",0
"BlockStatement ThrowStatement NewExpression MemberExpression
",0
"IfStatement BlockStatement ThrowStatement NewExpression
",0
"ThrowStatement NewExpression MemberExpression Identifier
",0
"CallExpression NewExpression Literal Program
",0
"CallExpression NewExpression ObjectExpression Property
",0
"ExpressionStatement CallExpression NewExpression ObjectExpression
",0
"NewExpression ObjectExpression Property Identifier
",0
"BlockStatement IfStatement CallExpression ThisExpression
",0
"ExpressionStatement CallExpression NewExpression Literal
",0
"ExpressionStatement AssignmentExpression NewExpression MemberExpression
",0
"NewExpression ObjectExpression Property Literal
",0
"NewExpression ObjectExpression Property ThisExpression
",0
"ExpressionStatement CallExpression ArrayExpression Program
",0
"BlockStatement ExpressionStatement AssignmentExpression ThisExpression
",0
"SwitchCase IfStatement BinaryExpression Identifier
",0
"SwitchCase IfStatement BinaryExpression MemberExpression
",0
"SwitchCase IfStatement BlockStatement ExpressionStatement
",0
"SwitchCase ExpressionStatement AssignmentExpression MemberExpression
",0
"SwitchCase ExpressionStatement AssignmentExpression CallExpression
",0
"ExpressionStatement CallExpression NewExpression MemberExpression
",0
"ReturnStatement CallExpression BinaryExpression CallExpression
",0
"CallExpression BinaryExpression CallExpression ArrayExpression
",0
"TryStatement BlockStatement IfStatement BinaryExpression
",0
"ExpressionStatement AssignmentExpression ThisExpression Program
",0
"IfStatement BlockStatement ForInStatement MemberExpression
",0
"ForInStatement MemberExpression ThisExpression Program
",0
"VariableDeclarator NewExpression ThisExpression Program
",0
"VariableDeclarator FunctionExpression BlockStatement Program
",0
"CatchClause BlockStatement IfStatement MemberExpression
",0
"CatchClause BlockStatement IfStatement BlockStatement
",0
"CatchClause BlockStatement IfStatement BinaryExpression
",0
"BlockStatement ThrowStatement Identifier Program
",0
"VariableDeclarator FunctionExpression BlockStatement ForInStatement
",0
"ExpressionStatement AssignmentExpression UnaryExpression UnaryExpression
",0
"MemberExpression MemberExpression ArrayExpression Program
",0
"ReturnStatement FunctionExpression BlockStatement TryStatement
",0
"VariableDeclarator NewExpression ObjectExpression Property
",0
"VariableDeclaration VariableDeclarator NewExpression ObjectExpression
",0
"NewExpression ObjectExpression Property MemberExpression
",0
"VariableDeclaration VariableDeclarator NewExpression ConditionalExpression
",0
"NewExpression ConditionalExpression BinaryExpression MemberExpression
",0
"NewExpression ConditionalExpression BinaryExpression Identifier
",0
"VariableDeclarator NewExpression ConditionalExpression NewExpression
",0
"NewExpression ConditionalExpression ConditionalExpression BinaryExpression
",0
"VariableDeclarator NewExpression ConditionalExpression ConditionalExpression
",0
"NewExpression ConditionalExpression ConditionalExpression MemberExpression
",0
"NewExpression ConditionalExpression ConditionalExpression NewExpression
",0
"ConditionalExpression ConditionalExpression NewExpression MemberExpression
",0
"VariableDeclarator NewExpression ConditionalExpression BinaryExpression
",0
"NewExpression ConditionalExpression NewExpression Identifier
",0
"ExpressionStatement CallExpression ArrayExpression ObjectExpression
",0
"ArrayExpression ObjectExpression Property Literal
",0
"CallExpression ArrayExpression ObjectExpression Property
",0
"ArrayExpression ObjectExpression Property Identifier
",0
"ThrowStatement NewExpression BinaryExpression Literal
",0
"ThrowStatement NewExpression Literal Program
",0
"ExpressionStatement AssignmentExpression ConditionalExpression NewExpression
",0
"IfStatement BlockStatement ReturnStatement FunctionExpression
",0
"FunctionExpression BlockStatement WhileStatement MemberExpression
",0
"AssignmentExpression FunctionExpression BlockStatement WhileStatement
",0
"BlockStatement TryStatement BlockStatement SwitchStatement
",0
"TryStatement BlockStatement SwitchStatement SwitchCase
",0
"CatchClause BlockStatement ReturnStatement BinaryExpression
",0
"Program ExpressionStatement AssignmentExpression Literal
",0
"BlockStatement BreakStatement Program FunctionDeclaration
",0
"IfStatement ExpressionStatement UpdateExpression Identifier
",0
"BlockStatement IfStatement CallExpression Literal
",0
FunctionDeclaration BlockStatement IfStatement IfStatement,0
"Identifier Program IfStatement BlockStatement
",0
"FunctionExpression Identifier Program IfStatement
",0
"MemberExpression ThisExpression Program IfStatement
",0
"ThisExpression Program IfStatement BlockStatement
",0
"ArrayExpression Program IfStatement BlockStatement
",0
"UpdateExpression Identifier Program IfStatement
",0
"VariableDeclarator Identifier Program IfStatement
",0
"BinaryExpression Identifier Program IfStatement
",0
"Program FunctionDeclaration BlockStatement WhileStatement
",0
"Program VariableDeclaration VariableDeclarator Identifier
",0
"VariableDeclarator Identifier Program VariableDeclaration
",0
"Program VariableDeclaration VariableDeclarator ObjectExpression
",0
"Program ExpressionStatement AssignmentExpression ObjectExpression
",0
"Program ExpressionStatement CallExpression MemberExpression
",0
"Literal Program ExpressionStatement CallExpression
",0
"CallExpression Identifier Program ExpressionStatement
",0
"BinaryExpression Literal Program ExpressionStatement
",0
"ReturnStatement CallExpression MemberExpression Identifier
",0
"AssignmentExpression FunctionExpression BlockStatement VariableDeclaration
",0
"FunctionExpression BlockStatement ReturnStatement CallExpression
",0
"BlockStatement VariableDeclaration VariableDeclarator ObjectExpression
",0
"CallExpression FunctionExpression BlockStatement FunctionDeclaration
",0
"FunctionExpression BlockStatement FunctionDeclaration Identifier
",0
"FunctionDeclaration Identifier Program ExpressionStatement
",0
"FunctionExpression BlockStatement FunctionDeclaration BlockStatement
",0
"AssignmentExpression ObjectExpression Program ExpressionStatement
",0
"BlockStatement ExpressionStatement UnaryExpression MemberExpression
",0
"ExpressionStatement UnaryExpression MemberExpression Identifier
",0
"BlockStatement FunctionDeclaration BlockStatement ReturnStatement
",0
"FunctionExpression BlockStatement IfStatement UnaryExpression
",0
"IfStatement UnaryExpression MemberExpression Identifier
",0
"BlockStatement IfStatement UnaryExpression MemberExpression
",0
"BlockStatement IfStatement BlockStatement ThrowStatement
",0
"BlockStatement ThrowStatement BinaryExpression BinaryExpression
",0
"IfStatement IfStatement BinaryExpression Identifier
",0
"BinaryExpression BinaryExpression CallExpression MemberExpression
",0
"VariableDeclarator BinaryExpression BinaryExpression CallExpression
",0
"VariableDeclarator BinaryExpression BinaryExpression Literal
",0
"VariableDeclaration VariableDeclarator BinaryExpression Identifier
",0
"BlockStatement IfStatement MemberExpression MemberExpression
",0
"IfStatement MemberExpression MemberExpression Identifier
",0
"BlockStatement IfStatement BlockStatement TryStatement
",0
"TryStatement BlockStatement ExpressionStatement CallExpression
",0
"BlockStatement TryStatement BlockStatement ReturnStatement
",0
"TryStatement BlockStatement ReturnStatement CallExpression
",0
"TryStatement BlockStatement ExpressionStatement UnaryExpression
",0
"AssignmentExpression ObjectExpression Property Identifier
",0
"Property Identifier Program ExpressionStatement
",0
"FunctionExpression BlockStatement ExpressionStatement UnaryExpression
",0
"IfStatement LogicalExpression BinaryExpression UnaryExpression
",0
"IfStatement LogicalExpression BinaryExpression Literal
",0
"LogicalExpression BinaryExpression UnaryExpression Identifier
",0
"UnaryExpression Identifier Program ExpressionStatement
",0
"ExpressionStatement CallExpression FunctionExpression Identifier
",0
"VariableDeclarator CallExpression Identifier Program
",0
"ForInStatement VariableDeclaration VariableDeclarator Identifier
",0
"BlockStatement IfStatement BlockStatement ForInStatement
",0
"BlockStatement ForInStatement Identifier Program
",0
"IfStatement BlockStatement ForInStatement BlockStatement
",0
"ForInStatement BlockStatement IfStatement CallExpression
",0
"BlockStatement ForInStatement BlockStatement IfStatement
",0
"IfStatement CallExpression Identifier Program
",0
"ForInStatement BlockStatement IfStatement BlockStatement
",0
"FunctionDeclaration BlockStatement ReturnStatement Identifier
",0
"ReturnStatement Identifier Program ExpressionStatement
",0
"AssignmentExpression ObjectExpression Property FunctionExpression
",0
"Property FunctionExpression BlockStatement Program
",0
"BlockStatement Program ExpressionStatement CallExpression
",0
"VariableDeclaration VariableDeclarator ObjectExpression Property
",0
"ObjectExpression Property FunctionExpression Identifier
",0
"VariableDeclarator ObjectExpression Property FunctionExpression
",0
"Property FunctionExpression BlockStatement ReturnStatement
",0
"BlockStatement ReturnStatement AssignmentExpression MemberExpression
",0
"FunctionExpression BlockStatement ReturnStatement AssignmentExpression
",0
"ReturnStatement AssignmentExpression MemberExpression Identifier
",0
"Property FunctionExpression BlockStatement ExpressionStatement
",0
"VariableDeclarator ObjectExpression Property Identifier
",0
"Property FunctionExpression Identifier Program
",0
"FunctionExpression BlockStatement ReturnStatement ObjectExpression
",0
"BlockStatement ReturnStatement ObjectExpression Property
",0
"ObjectExpression Property ObjectExpression Property
",0
"Property ObjectExpression Property Identifier
",0
"Property ObjectExpression Property Literal
",0
"Property FunctionExpression BlockStatement VariableDeclaration
",0
"VariableDeclaration VariableDeclarator CallExpression Identifier
",0
"IfStatement BlockStatement IfStatement Identifier
",0
"Property FunctionExpression BlockStatement IfStatement
",0
"IfStatement BlockStatement IfStatement BlockStatement
",0
"VariableDeclarator ObjectExpression Property CallExpression
",0
"Property CallExpression MemberExpression Identifier
",0
"Property CallExpression BinaryExpression Literal
",0
"VariableDeclarator ObjectExpression Property ObjectExpression
",0
"Property ObjectExpression Program ExpressionStatement
",0
"Property FunctionExpression BlockStatement TryStatement
",0
"CatchClause BlockStatement ExpressionStatement CallExpression
",0
"TryStatement CatchClause BlockStatement ExpressionStatement
",0
"ExpressionStatement CallExpression BinaryExpression Identifier
",0
"IfStatement BlockStatement IfStatement LogicalExpression
",0
"IfStatement LogicalExpression Identifier Program
",0
"LogicalExpression BinaryExpression MemberExpression MemberExpression
",0
"IfStatement BlockStatement ExpressionStatement LogicalExpression
",0
"BlockStatement ExpressionStatement LogicalExpression CallExpression
",0
"LogicalExpression CallExpression MemberExpression Identifier
",0
"IfStatement BlockStatement IfStatement IfStatement
",0
"IfStatement IfStatement UnaryExpression Identifier
",0
"ExpressionStatement LogicalExpression CallExpression MemberExpression
",0
"ExpressionStatement LogicalExpression CallExpression Identifier
",0
"BlockStatement IfStatement UnaryExpression Identifier
",0
"ExpressionStatement AssignmentExpression CallExpression Literal
",0
"MemberExpression MemberExpression CallExpression MemberExpression
",0
"CallExpression MemberExpression Literal Program
",0
"CallExpression MemberExpression MemberExpression CallExpression
",0
"MemberExpression MemberExpression CallExpression Identifier
",0
"ReturnStatement Program ExpressionStatement CallExpression
",0
"FunctionDeclaration BlockStatement ForStatement VariableDeclaration
",0
"ForStatement VariableDeclaration VariableDeclarator Identifier
",0
"BlockStatement ForStatement VariableDeclaration VariableDeclarator
",0
"ForStatement BlockStatement IfStatement LogicalExpression
",0
"IfStatement LogicalExpression LogicalExpression BinaryExpression
",0
"ContinueStatement Program ExpressionStatement CallExpression
",0
"ExpressionStatement AssignmentExpression BinaryExpression Literal
",0
"AssignmentExpression BinaryExpression MemberExpression Identifier
",0
"BlockStatement IfStatement BlockStatement BreakStatement
",0
"ExpressionStatement AssignmentExpression BinaryExpression BinaryExpression
",0
"BinaryExpression BinaryExpression BinaryExpression CallExpression
",0
"BinaryExpression BinaryExpression CallExpression Identifier
",0
"ExpressionStatement AssignmentExpression BinaryExpression Identifier
",0
"FunctionDeclaration BlockStatement ForInStatement VariableDeclaration
",0
"BlockStatement FunctionDeclaration BlockStatement ForInStatement
",0
"FunctionDeclaration BlockStatement ForInStatement BlockStatement
",0
"ArrayExpression MemberExpression Identifier Program
",0
"ArrayExpression Identifier Program ExpressionStatement
",0
"FunctionExpression BlockStatement ReturnStatement Identifier
",0
"VariableDeclaration VariableDeclarator ConditionalExpression MemberExpression
",0
"VariableDeclaration VariableDeclarator ConditionalExpression CallExpression
",0
"ConditionalExpression CallExpression Identifier Program
",0
"CallExpression FunctionExpression BlockStatement TryStatement
",0
"VariableDeclarator ConditionalExpression CallExpression MemberExpression
",0
"VariableDeclaration VariableDeclarator ConditionalExpression ObjectExpression
",0
"ConditionalExpression ObjectExpression Program ExpressionStatement
",0
"BlockStatement TryStatement BlockStatement IfStatement
",0
"TryStatement BlockStatement IfStatement BlockStatement
",0
"BlockStatement ForInStatement VariableDeclaration VariableDeclarator
",0
"ForInStatement Identifier Program ExpressionStatement
",0
"BlockStatement IfStatement CallExpression Identifier
",0
"BlockStatement IfStatement LogicalExpression MemberExpression
",0
"LogicalExpression BinaryExpression UnaryExpression MemberExpression
",0
"ExpressionStatement AssignmentExpression MemberExpression ThisExpression
",0
"VariableDeclarator FunctionExpression BlockStatement ExpressionStatement
",0
"ExpressionStatement AssignmentExpression ObjectExpression Program
",0
"ObjectExpression Program ExpressionStatement CallExpression
",0
"ExpressionStatement AssignmentExpression ConditionalExpression Identifier
",0
"BlockStatement ExpressionStatement AssignmentExpression ConditionalExpression
",0
"AssignmentExpression ConditionalExpression Literal Program
",0
"ExpressionStatement AssignmentExpression ConditionalExpression Literal
",0
"ConditionalExpression Literal Program ExpressionStatement
",0
"VariableDeclarator FunctionExpression BlockStatement IfStatement
",0
"FunctionExpression BlockStatement IfStatement ExpressionStatement
",0
"Property FunctionExpression BlockStatement ForStatement
",0
"FunctionExpression BlockStatement ForStatement VariableDeclaration
",0
"ForStatement VariableDeclaration VariableDeclarator Literal
",0
"UpdateExpression Identifier Program ExpressionStatement
",0
"FunctionExpression BlockStatement ForStatement BlockStatement
",0
"NewExpression Identifier Program ExpressionStatement
",0
"AssignmentExpression NewExpression Literal Program
",0
"ObjectExpression Property ArrayExpression Program
",0
"ArrayExpression Program ExpressionStatement CallExpression
",0
"ObjectExpression Property ObjectExpression Program
",0
"VariableDeclaration VariableDeclarator LogicalExpression MemberExpression
",0
"VariableDeclaration VariableDeclarator LogicalExpression CallExpression
",0
"LogicalExpression CallExpression MemberExpression ThisExpression
",0
"BlockStatement VariableDeclaration VariableDeclarator LogicalExpression
",0
"VariableDeclarator LogicalExpression CallExpression MemberExpression
",0
"MemberExpression MemberExpression ThisExpression Program
",0
"CallExpression MemberExpression MemberExpression ThisExpression
",0
"VariableDeclarator MemberExpression MemberExpression ThisExpression
",0
"BinaryExpression MemberExpression ThisExpression Program
",0
"BlockStatement ExpressionStatement CallExpression LogicalExpression
",0
"CallExpression LogicalExpression Identifier Program
",0
"LogicalExpression ThisExpression Program ExpressionStatement
",0
"BlockStatement ReturnStatement Program ExpressionStatement
",0
"IfStatement UnaryExpression Identifier Program
",0
"AssignmentExpression BinaryExpression UpdateExpression Identifier
",0
"UnaryExpression MemberExpression MemberExpression ThisExpression
",0
"BlockStatement ExpressionStatement UpdateExpression MemberExpression
",0
"IfStatement BlockStatement ExpressionStatement UpdateExpression
",0
"ExpressionStatement UpdateExpression MemberExpression Identifier
",0
"LogicalExpression MemberExpression ThisExpression Program
",0
"UpdateExpression MemberExpression Identifier Program
",0
"IfStatement BinaryExpression MemberExpression ThisExpression
",0
"ExpressionStatement LogicalExpression MemberExpression ThisExpression
",0
"CallExpression MemberExpression MemberExpression MemberExpression
",0
"IfStatement MemberExpression ThisExpression Program
",0
"BlockStatement ForInStatement MemberExpression Identifier
",0
"BlockStatement ForInStatement BlockStatement ExpressionStatement
",0
"IfStatement BlockStatement ForStatement VariableDeclaration
",0
"BlockStatement ExpressionStatement CallExpression ThisExpression
",0
"LogicalExpression BinaryExpression MemberExpression ThisExpression
",0
"IfStatement LogicalExpression MemberExpression ThisExpression
",0
"ReturnStatement ConditionalExpression MemberExpression Identifier
",0
"ReturnStatement ConditionalExpression MemberExpression MemberExpression
",0
"BlockStatement ReturnStatement ConditionalExpression Literal
",0
"IfStatement BinaryExpression CallExpression MemberExpression
",0
"CallExpression CallExpression MemberExpression MemberExpression
",0
"AssignmentExpression CallExpression CallExpression Literal
",0
"CallExpression NewExpression Identifier Program
",0
"NewExpression MemberExpression Identifier Program
",0
"VariableDeclaration VariableDeclarator BinaryExpression UpdateExpression
",0
"ExpressionStatement LogicalExpression Identifier Program
",0
"BlockStatement IfStatement LogicalExpression UnaryExpression
",0
"ExpressionStatement CallExpression BinaryExpression MemberExpression
",0
"ExpressionStatement CallExpression MemberExpression CallExpression
",0
"FunctionDeclaration BlockStatement TryStatement BlockStatement
",0
"BlockStatement FunctionDeclaration BlockStatement TryStatement
",0
"CallExpression CallExpression Literal Program
",0
"IfStatement IfStatement LogicalExpression BinaryExpression
",0
"VariableDeclaration VariableDeclarator BinaryExpression Literal
",0
"VariableDeclarator BinaryExpression CallExpression MemberExpression
",0
"VariableDeclaration VariableDeclarator UnaryExpression CallExpression
",0
"UnaryExpression CallExpression MemberExpression Identifier
",0
"UnaryExpression CallExpression Literal Program
",0
"BlockStatement VariableDeclaration VariableDeclarator UnaryExpression
",0
"VariableDeclarator CallExpression BinaryExpression Identifier
",0
"VariableDeclarator CallExpression BinaryExpression Literal
",0
"ExpressionStatement AssignmentExpression CallExpression BinaryExpression
",0
"BlockStatement IfStatement IfStatement IfStatement
",0
"IfStatement IfStatement IfStatement BinaryExpression
",0
"IfStatement IfStatement IfStatement BlockStatement
",0
"VariableDeclarator NewExpression MemberExpression Identifier
",0
"AssignmentExpression CallExpression CallExpression MemberExpression
",0
"CallExpression CallExpression BinaryExpression Identifier
",0
"FunctionDeclaration BlockStatement TryStatement CatchClause
",0
"CallExpression BinaryExpression MemberExpression Identifier
",0
"BlockStatement IfStatement BlockStatement WhileStatement
",0
"UnaryExpression CallExpression Identifier Program
",0
"AssignmentExpression CallExpression BinaryExpression BinaryExpression
",0
"AssignmentExpression CallExpression BinaryExpression Literal
",0
"ExpressionStatement AssignmentExpression ArrayExpression Program
",0
"BlockStatement ThrowStatement NewExpression Identifier
",0
"BlockStatement ThrowStatement NewExpression BinaryExpression
",0
"NewExpression BinaryExpression BinaryExpression Literal
",0
"FunctionDeclaration BlockStatement IfStatement Identifier
",0
"FunctionDeclaration BlockStatement ForStatement AssignmentExpression
",0
"AssignmentExpression LogicalExpression MemberExpression Identifier
",0
"BlockStatement ExpressionStatement AssignmentExpression AssignmentExpression
",0
"AssignmentExpression LogicalExpression ObjectExpression Program
",0
"VariableDeclaration VariableDeclarator ObjectExpression Program
",0
"AssignmentExpression FunctionExpression BlockStatement ForStatement
",0
"MemberExpression BinaryExpression Identifier Program
",0
"ConditionalExpression BinaryExpression BinaryExpression BinaryExpression
",0
"VariableDeclarator ConditionalExpression Literal Program
",0
"BlockStatement IfStatement LogicalExpression Identifier
",0
"ForStatement BlockStatement IfStatement IfStatement
",0
"IfStatement LogicalExpression LogicalExpression UnaryExpression
",0
"LogicalExpression UnaryExpression Identifier Program
",0
"FunctionExpression BlockStatement ForStatement BinaryExpression
",0
"FunctionExpression BlockStatement ForStatement UpdateExpression
",0
